Araç,Sayfa,Başlık,Entry No,Entry Metni,tokens
fiat egea,97,fiat egea,2,en kötü ikinci eli 100 bin olan mercedes'e binemeyen fakirlerin arabasıdır.eee fakirler bu arabaya 100 bin veriyorsa ehonomi coşmuş da haberimiz yok! ne zaman yolda görsem böyle midem bulanıyor bir an önce uzaklaşıyorum pis fakirlerden. ama ben naaptım 2010 corolla 180 binde 110 bin verdim.niye;çünkü pis fakir değilim ve çok akıllıyım.,"['kötü', 'ikinci', 'eli', '100', 'bin', 'olan', 'mercedes', 'e', 'binemeyen', 'fakirlerin', 'arabasıdır.eee', 'fakirler', 'arabaya', '100', 'bin', 'veriyorsa', 'ehonomi', 'coşmuş', 'haberimiz', 'yok', 'zaman', 'yolda', 'görsem', 'böyle', 'midem', 'bulanıyor', 'bir', 'an', 'önce', 'uzaklaşıyorum', 'pis', 'fakirlerden', 'ben', 'naaptım', '2010', 'corolla', '180', 'binde', '110', 'bin', 'verdim.niye', 'pis', 'fakir', 'değilim', 'akıllıyım']"
fiat egea,97,fiat egea,3,"1.6 benzinli manuel vitesli modelinin piyasada olmayışının stratejik bir hata olduğunu düşündüğüm araba. baz donanımla, 6 ileri şanzımanla ve rekabetçi bir fiyatla ver piyasaya, isteyen jant alsın sonradan, isteyen androidli teyp taksın. 1.4’ün gücünün yetersizliğinden dolayı tercih etmeyen bir kitle var, aynı zamanda dizeli de pahalı bulan bu kitle.","['1.6', 'benzinli', 'manuel', 'vitesli', 'modelinin', 'piyasada', 'olmayışının', 'stratejik', 'bir', 'hata', 'olduğunu', 'düşündüğüm', 'araba', 'baz', 'donanımla', '6', 'ileri', 'şanzımanla', 'rekabetçi', 'bir', 'fiyatla', 'ver', 'piyasaya', 'isteyen', 'jant', 'alsın', 'sonradan', 'isteyen', 'androidli', 'teyp', 'taksın', '1.4', '’', 'ün', 'gücünün', 'yetersizliğinden', 'dolayı', 'tercih', 'etmeyen', 'bir', 'kitle', 'var', 'aynı', 'zamanda', 'dizeli', 'pahalı', 'bulan', 'kitle']"
fiat egea,97,fiat egea,4,ikinci elini düşünenlere rehber olabilecek nitelikte bir video incelemesi yayınlanmış araba.buyrun.,"['ikinci', 'elini', 'düşünenlere', 'rehber', 'olabilecek', 'nitelikte', 'bir', 'video', 'incelemesi', 'yayınlanmış', 'araba.buyrun']"
fiat egea,97,fiat egea,5,diğer araçlarla kıyaslandığında fiyat performans oranı çok daha iyi olan araç. 1.0 motor symbol 110.000'ken 1.4 fire egea 103.900. tüm araçlar çatır çatır zam yaparken olabildiğince ucuz satıyorlar. kurun hali ortada oraya girmiyorum. özetle orta sınıf için alınabilecek en ekonomik sorunsuz fiyat performans aracı.,"['diğer', 'araçlarla', 'kıyaslandığında', 'fiyat', 'performans', 'oranı', 'iyi', 'olan', 'araç', '1.0', 'motor', 'symbol', ""110.000'ken"", '1.4', 'fire', 'egea', '103.900.', 'araçlar', 'çatır', 'çatır', 'zam', 'yaparken', 'olabildiğince', 'ucuz', 'satıyorlar', 'kurun', 'hali', 'ortada', 'oraya', 'girmiyorum', 'özetle', 'orta', 'sınıf', 'alınabilecek', 'ekonomik', 'sorunsuz', 'fiyat', 'performans', 'aracı']"
fiat egea,97,fiat egea,6,3 ay önce araç ararken ciddi ciddi 1.4 street hb modelini düşünmüştüm. beyaz ve kırmızı renklisi çok hoşuma gitmişti. siyah jant ve siyah detaylar çok hoş duruyordu. fakat donanım olarak o kadar kısıtlıydı ki vazgeçmiştim. street modeline bir multimedya paketi daha eklerse satışları daha çok olur diye düşünüyorum.,"['3', 'ay', 'önce', 'araç', 'ararken', 'ciddi', 'ciddi', '1.4', 'street', 'hb', 'modelini', 'düşünmüştüm', 'beyaz', 'kırmızı', 'renklisi', 'hoşuma', 'gitmişti', 'siyah', 'jant', 'siyah', 'detaylar', 'hoş', 'duruyordu', 'fakat', 'donanım', 'olarak', 'kadar', 'kısıtlıydı', 'vazgeçmiştim', 'street', 'modeline', 'bir', 'multimedya', 'paketi', 'eklerse', 'satışları', 'olur', 'düşünüyorum']"
fiat egea,97,fiat egea,7,"selefi lineaya göre oturma pozisyonu ve koltuk rahatlığı şaşırtıcı derecede iyieştirilmiş. bir çok arabada rahat edemeyen ben bu araca cuk oturdum. symbol, c-elysee, 301 gibi rakiplerinden bariz iyi olduğuna karar verdim.","['selefi', 'lineaya', 'göre', 'oturma', 'pozisyonu', 'koltuk', 'rahatlığı', 'şaşırtıcı', 'derecede', 'iyieştirilmiş', 'bir', 'arabada', 'rahat', 'edemeyen', 'ben', 'araca', 'cuk', 'oturdum', 'symbol', 'c-elysee', '301', 'rakiplerinden', 'bariz', 'iyi', 'olduğuna', 'karar', 'verdim']"
fiat egea,97,fiat egea,8,dünden bugüne zam gelmiş. kardeşim bi yavaş olun ya,"['dünden', 'bugüne', 'zam', 'gelmiş', 'kardeşim', 'bi', 'yavaş', 'olun']"
fiat egea,97,fiat egea,9,kimse de buraya en hızlı 1.6 otomatik dizel sedan yazmamış. araba 9.8 saniyede 0 dan 100 ü görüyor. last speed i ise bazı kaynaklarda 223 yazılımlısında 250. aracın eksisi yüksek olması ve ciddi manada yol tutamaması. linea ile 190 200 gitmişimdir yere yapışır ama egea pek güven vermiyor.ama yinede ben rakiplerine göre daha yakışıklı buluyorum. 301-elysee clio ile karşılaştırmak egea ya küfürdür. dizel sedanların tamamını kullandım orta segmentte bence egea ve jetta 1.liğe kapışır.,"['kimse', 'buraya', 'hızlı', '1.6', 'otomatik', 'dizel', 'sedan', 'yazmamış', 'araba', '9.8', 'saniyede', '0', 'dan', '100', 'ü', 'görüyor', 'last', 'speed', 'i', 'kaynaklarda', '223', 'yazılımlısında', '250.', 'aracın', 'eksisi', 'yüksek', 'olması', 'ciddi', 'manada', 'yol', 'tutamaması', 'linea', '190', '200', 'gitmişimdir', 'yere', 'yapışır', 'egea', 'pek', 'güven', 'vermiyor.ama', 'yinede', 'ben', 'rakiplerine', 'göre', 'yakışıklı', 'buluyorum', '301-elysee', 'clio', 'karşılaştırmak', 'egea', 'küfürdür', 'dizel', 'sedanların', 'tamamını', 'kullandım', 'orta', 'segmentte', 'bence', 'egea', 'jetta', '1.liğe', 'kapışır']"
fiat egea,97,fiat egea,10,1.6 mjt otomatik dolu paketi taş gibi arabadır. bok püsürük atanlara bakmayın. ha bir de çok yakıyor falan demiş denyolar. sen yakan araba görmemişsin aslanım. şu an dünya üzerinde en az yakan motorlardan birisidir mjt. mazot bulamazsan odun kömür koy yine çalışır gider öyle de dayanıklı uzun ömürlü motordur. bir vosvos kullanıcısı bildirdi.,"['1.6', 'mjt', 'otomatik', 'dolu', 'paketi', 'taş', 'arabadır', 'bok', 'püsürük', 'atanlara', 'bakmayın', 'ha', 'bir', 'yakıyor', 'falan', 'demiş', 'denyolar', 'sen', 'yakan', 'araba', 'görmemişsin', 'aslanım', 'an', 'dünya', 'üzerinde', 'yakan', 'motorlardan', 'birisidir', 'mjt', 'mazot', 'bulamazsan', 'odun', 'kömür', 'koy', 'yine', 'çalışır', 'gider', 'öyle', 'dayanıklı', 'uzun', 'ömürlü', 'motordur', 'bir', 'vosvos', 'kullanıcısı', 'bildirdi']"
fiat egea,98,fiat egea,1,"301, clio vs'nin rakibidir. kendini bilmezlerin golf ile jetta ile kıyasladıkları görülmüştür. b sınıfı olan aracı c sınıfın lideri olarak gören bile var.edit: imlâ","['301', 'clio', ""vs'nin"", 'rakibidir', 'kendini', 'bilmezlerin', 'golf', 'jetta', 'kıyasladıkları', 'görülmüştür', 'b', 'sınıfı', 'olan', 'aracı', 'c', 'sınıfın', 'lideri', 'olarak', 'gören', 'bile', 'var.edit', 'imlâ']"
fiat egea,98,fiat egea,2,"acayip kötü bir araba.sedanını hız limiti olan bir yerde kullandım,sürekli motor problemleri yasatıyordu.dizelinin yol tutuşu normaldi.genellikle filo arabasıdır.ama 0-100 e hızlı şekilde çıkıyordu,genelde bir sürüş keyfi almıştım.teknik bilgim pek olmadığı için o kısımları değerlendiremicem ama bence az yakıyor yine de tr şartlarında bu araba bile üst gelir sınıfına hitap ediyor.ne diyebilirim ki yazık bu millete.","['acayip', 'kötü', 'bir', 'araba.sedanını', 'hız', 'limiti', 'olan', 'bir', 'yerde', 'kullandım', 'sürekli', 'motor', 'problemleri', 'yasatıyordu.dizelinin', 'yol', 'tutuşu', 'normaldi.genellikle', 'filo', 'arabasıdır.ama', '0-100', 'e', 'hızlı', 'şekilde', 'çıkıyordu', 'genelde', 'bir', 'sürüş', 'keyfi', 'almıştım.teknik', 'bilgim', 'pek', 'olmadığı', 'kısımları', 'değerlendiremicem', 'bence', 'yakıyor', 'yine', 'tr', 'şartlarında', 'araba', 'bile', 'üst', 'gelir', 'sınıfına', 'hitap', 'ediyor.ne', 'diyebilirim', 'yazık', 'millete']"
fiat egea,98,fiat egea,3,"kendisiyle bir günlük flörtüm olan araç, bir güne göre bir istatistik yapacak olursam:artıları:+çok konforlu, yani bi spor araba hissi veriyor direksiyona oturduğunuzda, dışı da ha keza çok şık.+klima, teyp, koltuk ayarlama gibi ihtiyaçlar daha bi elinizin altında, diğer araçlar gibi afallamıyorsunuz. +motor devri çok hızlı yükseliyor, babamın çok övülen 1996 efsane corollası diz çöker tövbe ister. eski kasa mb'ler bile tövbe ister o derece.+diğer yaygın şirket araçlarına göre(301, c-elysses, clio) ergonomi ve konfor olarak çok çok önde.+klima çok hızlı devreye giriyor, katalizör süresi çok az.eksileri:-kısa boylu insanlar için tasarlanmadığı çok belli, direksiyona oturunca hafif ayağa kalkmanız gerekiyor yolu görmek için.-gaza yüklendiğiniz anda araç ileri çok çabuk atıyor, acemi sürücüler gaz fren yapıp kaza bile yapabilir.-ön cam aynasından arkayı görmek neredeyse imkansız, sanki tempra kıçı var arabada.not: bu değerlendirme bir gün hatta altı saatlik bir deneyimdi, bence vw, skoda, bmw fetişiniz yoksa, kendinizi üzmeyecek kadar paranız da varsa tercih edilebilir. sonuçta fiat, babam öyle diyo. *","['kendisiyle', 'bir', 'günlük', 'flörtüm', 'olan', 'araç', 'bir', 'güne', 'göre', 'bir', 'istatistik', 'yapacak', 'olursam', 'artıları', '+çok', 'konforlu', 'bi', 'spor', 'araba', 'hissi', 'veriyor', 'direksiyona', 'oturduğunuzda', 'dışı', 'ha', 'keza', 'şık.+klima', 'teyp', 'koltuk', 'ayarlama', 'ihtiyaçlar', 'bi', 'elinizin', 'altında', 'diğer', 'araçlar', 'afallamıyorsunuz', '+motor', 'devri', 'hızlı', 'yükseliyor', 'babamın', 'övülen', '1996', 'efsane', 'corollası', 'diz', 'çöker', 'tövbe', 'ister', 'eski', 'kasa', ""mb'ler"", 'bile', 'tövbe', 'ister', 'derece.+diğer', 'yaygın', 'şirket', 'araçlarına', 'göre', '301', 'c-elysses', 'clio', 'ergonomi', 'konfor', 'olarak', 'önde.+klima', 'hızlı', 'devreye', 'giriyor', 'katalizör', 'süresi', 'az.eksileri', '-kısa', 'boylu', 'insanlar', 'tasarlanmadığı', 'belli', 'direksiyona', 'oturunca', 'hafif', 'ayağa', 'kalkmanız', 'gerekiyor', 'yolu', 'görmek', 'için.-gaza', 'yüklendiğiniz', 'anda', 'araç', 'ileri', 'çabuk', 'atıyor', 'acemi', 'sürücüler', 'gaz', 'fren', 'yapıp', 'kaza', 'bile', 'yapabilir.-ön', 'cam', 'aynasından', 'arkayı', 'görmek', 'neredeyse', 'imkansız', 'tempra', 'kıçı', 'var', 'arabada.not', 'değerlendirme', 'bir', 'gün', 'hatta', 'altı', 'saatlik', 'bir', 'deneyimdi', 'bence', 'vw', 'skoda', 'bmw', 'fetişiniz', 'yoksa', 'kendinizi', 'üzmeyecek', 'kadar', 'paranız', 'varsa', 'tercih', 'edilebilir', 'sonuçta', 'fiat', 'babam', 'öyle', 'diyo']"
fiat egea,98,fiat egea,4,1.4 urban plus modeli bence f/p olarak en iyilerinden.donamım olarak göz doyurur. dijital klima 5-7 inç dokunmatik ekran gündüz farı vs.2 sene önce trendline passat alacaktım. anlaştık klimasına bakayım dedim ne göreyim manuel klima saniyesinde vazgeçtim. utanmadan manuel klima koymuşlar passata. utanmamış evet.,"['1.4', 'urban', 'plus', 'modeli', 'bence', 'f/p', 'olarak', 'iyilerinden.donamım', 'olarak', 'göz', 'doyurur', 'dijital', 'klima', '5-7', 'inç', 'dokunmatik', 'ekran', 'gündüz', 'farı', 'vs.2', 'sene', 'önce', 'trendline', 'passat', 'alacaktım', 'anlaştık', 'klimasına', 'bakayım', 'dedim', 'göreyim', 'manuel', 'klima', 'saniyesinde', 'vazgeçtim', 'utanmadan', 'manuel', 'klima', 'koymuşlar', 'passata', 'utanmamış', 'evet']"
fiat egea,98,fiat egea,5,aynı kriterlerde vestel klima alınıp hem dijital klimanın keyfi sürülebilir hem de kafanıza düşmediği takdirde daha az ölüm riski olur.bir araba.,"['aynı', 'kriterlerde', 'vestel', 'klima', 'alınıp', 'dijital', 'klimanın', 'keyfi', 'sürülebilir', 'kafanıza', 'düşmediği', 'takdirde', 'ölüm', 'riski', 'olur.bir', 'araba']"
fiat egea,98,fiat egea,6,birkaç ay önce bu başlığa yazmıştım sanırım. boş paketi 74 bine alınır mı diye. şimdi 105 bin olmuş. şuan ikinci el arabaların daha pahalı olduğunu düşünsek 10 bin km yapsam 120 bine satardım. hem araç ihtiyacımı giderir. hem benzin masrafı çıkmış olurdu. keşke alsaymışım dolar altını geçti araba piyasası. şaka gibi.,"['ay', 'önce', 'başlığa', 'yazmıştım', 'sanırım', 'boş', 'paketi', '74', 'bine', 'alınır', 'şimdi', '105', 'bin', 'olmuş', 'şuan', 'ikinci', 'el', 'arabaların', 'pahalı', 'olduğunu', 'düşünsek', '10', 'bin', 'km', 'yapsam', '120', 'bine', 'satardım', 'araç', 'ihtiyacımı', 'giderir', 'benzin', 'masrafı', 'çıkmış', 'olurdu', 'keşke', 'alsaymışım', 'dolar', 'altını', 'geçti', 'araba', 'piyasası', 'şaka']"
fiat egea,98,fiat egea,7,"1.4 fire motorlu olanı buca-karaburun-buca arası 230 km'de 4 yetişkin, 2 çocuk, full bagaj klima hep açık şekilde 6.4 lt benzin tüketiyor. arabanın çok iyi olan şeyleri klima, ön-arka diz mesafesi ve bagajı. bol viraj ve rampalı yollarda motor yetersiz kalabiliyor. devir 2750 ve üstünde tutulamazsa alt vites kaçınılmaz olabiliyor.","['1.4', 'fire', 'motorlu', 'olanı', 'buca-karaburun-buca', 'arası', '230', ""km'de"", '4', 'yetişkin', '2', 'çocuk', 'full', 'bagaj', 'klima', 'açık', 'şekilde', '6.4', 'lt', 'benzin', 'tüketiyor', 'arabanın', 'iyi', 'olan', 'şeyleri', 'klima', 'ön-arka', 'diz', 'mesafesi', 'bagajı', 'bol', 'viraj', 'rampalı', 'yollarda', 'motor', 'yetersiz', 'kalabiliyor', 'devir', '2750', 'üstünde', 'tutulamazsa', 'alt', 'vites', 'kaçınılmaz', 'olabiliyor']"
fiat egea,98,fiat egea,8,"epeydir konuşulan yıl sonu * güncellemelerini de ben yazayım o zaman.. bakalım hangileri gelecek..* yeni nesil benzinli motorlar (1.0-1.3 firefly). otomatik vites seçenekli.* kör notka uyarısı, şerit takip, trafik işareti tanıma ıvır zıvır..* digital göstergeler ( halk arasında hayalet gösterge diye bilinen.. bunun gelmesi kesin gibi çünkü sızdırılan fotoğraflarda görünüyordu)* kablosuz şarj* led farlar (otomatik uzun far)* adaptif hız sabitlemenin daha süperi , daha akıllısı..* anahtarsız çalıştırma..","['epeydir', 'konuşulan', 'yıl', 'sonu', 'güncellemelerini', 'ben', 'yazayım', 'zaman', '..', 'bakalım', 'hangileri', 'gelecek', '..', 'yeni', 'nesil', 'benzinli', 'motorlar', '1.0-1.3', 'firefly', 'otomatik', 'vites', 'seçenekli', 'kör', 'notka', 'uyarısı', 'şerit', 'takip', 'trafik', 'işareti', 'tanıma', 'ıvır', 'zıvır', '..', 'digital', 'göstergeler', 'halk', 'arasında', 'hayalet', 'gösterge', 'bilinen', '..', 'bunun', 'gelmesi', 'kesin', 'sızdırılan', 'fotoğraflarda', 'görünüyordu', 'kablosuz', 'şarj', 'led', 'farlar', 'otomatik', 'uzun', 'far', 'adaptif', 'hız', 'sabitlemenin', 'süperi', 'akıllısı', '..', 'anahtarsız', 'çalıştırma', '..']"
fiat egea,98,fiat egea,9,"temmuz başı sipariş verdik ancak ağustos sonu teslim alabileceğiz,üretim son derece az ,fabrika ağustos ayında kapalı olacakmış ve eylülde de zam gelecek dendi,almak isteyenlere duyurulur.edit: arka kamerayı sorduğumda dikiz aynasına takabiliyoruz dediler var mı bunu bilen? 7,5 inç ekran var neden aynaya takılıyor","['temmuz', 'başı', 'sipariş', 'verdik', 'ancak', 'ağustos', 'sonu', 'teslim', 'alabileceğiz', 'üretim', 'son', 'derece', 'fabrika', 'ağustos', 'ayında', 'kapalı', 'olacakmış', 'eylülde', 'zam', 'gelecek', 'dendi', 'almak', 'isteyenlere', 'duyurulur.edit', 'arka', 'kamerayı', 'sorduğumda', 'dikiz', 'aynasına', 'takabiliyoruz', 'dediler', 'var', 'bunu', 'bilen', '7,5', 'inç', 'ekran', 'var', 'aynaya', 'takılıyor']"
fiat egea,98,fiat egea,10,1.6 multijet olanına binerseniz adama bütün bildiklerini unutturur.1.6 dizel motora sahip türkiye'de alabileceğiniz bir adet sedan var bu aracı tokatlayabilecek.onuda siz bulun.1.6 dizel sedanlar içinde passatından focusa megandan elantraya fluenceden astrasına ellysedan 301 e corolladan hondaya a3 ten bilmemneye ve daha sayamadığım bir çok arabayı 1.6 multijet motor performansı konusunda ağlatır.bu modellerin bazılarında akıl hastası yapar.bak dikkat et daha iyi araba demedim daha sağlam daha konforlu demedim ama motor ataklık performans konusunda alayını diker atar.binmeden hatta arabası olmadan bok atanlara selamlar .,"['1.6', 'multijet', 'olanına', 'binerseniz', 'adama', 'bütün', 'bildiklerini', 'unutturur.1.6', 'dizel', 'motora', 'sahip', ""türkiye'de"", 'alabileceğiniz', 'bir', 'adet', 'sedan', 'var', 'aracı', 'tokatlayabilecek.onuda', 'bulun.1.6', 'dizel', 'sedanlar', 'içinde', 'passatından', 'focusa', 'megandan', 'elantraya', 'fluenceden', 'astrasına', 'ellysedan', '301', 'e', 'corolladan', 'hondaya', 'a3', 'ten', 'bilmemneye', 'sayamadığım', 'bir', 'arabayı', '1.6', 'multijet', 'motor', 'performansı', 'konusunda', 'ağlatır.bu', 'modellerin', 'bazılarında', 'akıl', 'hastası', 'yapar.bak', 'dikkat', 'et', 'iyi', 'araba', 'demedim', 'sağlam', 'konforlu', 'demedim', 'motor', 'ataklık', 'performans', 'konusunda', 'alayını', 'diker', 'atar.binmeden', 'hatta', 'arabası', 'olmadan', 'bok', 'atanlara', 'selamlar']"
fiat egea,99,fiat egea,1,küfür istiyorlar küfür..,"['küfür', 'istiyorlar', 'küfür', '..']"
fiat egea,99,fiat egea,2,bayilerde bulunmayan bir araba için 'egea için hiç bekleme' sloganıyla reklam yapmak neyin nesidir ben anlamadım?hem tvde hem de resmi sitelerinde bu reklamı döndürüyorlar ama bayiye gidip sorduğunda '2bin kapora ver sıraya alalım en erken eylülde teslim ederiz satışı da o günkü zamlı fiyattan yaparız' diyorlar.,"['bayilerde', 'bulunmayan', 'bir', 'araba', ""'egea"", 'bekleme', 'sloganıyla', 'reklam', 'yapmak', 'neyin', 'nesidir', 'ben', 'anlamadım', 'tvde', 'resmi', 'sitelerinde', 'reklamı', 'döndürüyorlar', 'bayiye', 'gidip', 'sorduğunda', ""'2bin"", 'kapora', 'ver', 'sıraya', 'alalım', 'erken', 'eylülde', 'teslim', 'ederiz', 'satışı', 'günkü', 'zamlı', 'fiyattan', 'yaparız', 'diyorlar']"
fiat egea,99,fiat egea,3,arka koltuğunda yolcuk edenler için böbrek taşı düşürme garantili at arabasından hallice süspansiyona sahip teneke.,"['arka', 'koltuğunda', 'yolcuk', 'edenler', 'böbrek', 'taşı', 'düşürme', 'garantili', 'at', 'arabasından', 'hallice', 'süspansiyona', 'sahip', 'teneke']"
fiat egea,99,fiat egea,4,"3 yıldır 1,6 multijet lounge plus dct görgüsüz paketini kullandığım araba. gayet iyi memnunum. neticede her şey var arabada.","['3', 'yıldır', '1,6', 'multijet', 'lounge', 'plus', 'dct', 'görgüsüz', 'paketini', 'kullandığım', 'araba', 'gayet', 'iyi', 'memnunum', 'neticede', 'var', 'arabada']"
fiat egea,99,fiat egea,5,"1.6 e-torq urban otomatik vites modelini yaklaşık 10 gündür kullanıyorum.genel olarak iyi bir araba. iç aksam, multimedya ve görünüşü fiyatının hakkını veriyor.benzinli olmasından mütevellit lpg ihtiyacı doğuyor. ilerleyen günlerde lpg de takılırsa kismetse birkaç yıl binmeyi planliyorum. arabanın içi ve bagajı çok geniş ve rahat.başta da dediğim gibi kendi fiyatina gore araba. tutup da honda, toyota, ford vs ile kıyaslamanin anlamı yok. yeni model ve temiz araç olmasını istedigim için 2017 modelini aldım. aynı fiyata focus un manuel 2013 leri anca geliyor.","['1.6', 'e-torq', 'urban', 'otomatik', 'vites', 'modelini', 'yaklaşık', '10', 'gündür', 'kullanıyorum.genel', 'olarak', 'iyi', 'bir', 'araba', 'iç', 'aksam', 'multimedya', 'görünüşü', 'fiyatının', 'hakkını', 'veriyor.benzinli', 'olmasından', 'mütevellit', 'lpg', 'ihtiyacı', 'doğuyor', 'ilerleyen', 'günlerde', 'lpg', 'takılırsa', 'kismetse', 'yıl', 'binmeyi', 'planliyorum', 'arabanın', 'içi', 'bagajı', 'geniş', 'rahat.başta', 'dediğim', 'kendi', 'fiyatina', 'gore', 'araba', 'tutup', 'honda', 'toyota', 'ford', 'vs', 'kıyaslamanin', 'anlamı', 'yok', 'yeni', 'model', 'temiz', 'araç', 'olmasını', 'istedigim', '2017', 'modelini', 'aldım', 'aynı', 'fiyata', 'focus', 'un', 'manuel', '2013', 'leri', 'anca', 'geliyor']"
