Araç,Sayfa,Başlık,Entry No,Entry Metni,Lemmatize Entry Metni
fiat egea,91,fiat egea,4,kim ne derse desin 1.4 benzinli motoru ile lpg'de eline su dökecek rakibi yok gibi.yağını güzelce takip edip bakımını yaparsanız hiç de eksiltme ya da yakma yapmıyor. ben öyle bir sorunla karşılaşmadım. eskişehir - ankara kayaş arasında kış lastiği takılı şekilde 266 kilometrede yaktığım lpg 15.85 litre. yol bilgisayarı da değil doğrudan depo bilgisi.bu da 5.96lt/100 km yapıyor lpg'de. yaz şartlarında en kötü ihtimalle 5.5 lt/100 km çıkarır. ki bu daha lpg. benzinde uzun yolda (600km) yaz şartlarında 4.7lt/100 km ortalaması tutturmuştum. ancak yakıt fiyatlarına bakarak lpg daha avantajlı tabi.,kim ne derse desin 1.4 benzinli motoru ile lpg'de eline su dökecek rakibi yok gibi . yağını güzelce takip edip bakımını yaparsanız hiç de eksiltme ya da yakma yapmıyor . ben öyle bir sorunla karşılaşmadım . eskişehir - ankara kayaş arasında kış lastiği takılı şekilde 266 kilometrede yaktığım lpg 15.85 litre . yol bilgisayarı da değil doğrudan depo bilgisi . bu da 5.96 lt / 100 km yapıyor lpg'de . yaz şartlarında en kötü ihtimalle 5.5 lt / 100 km çıkarır . ki bu daha lpg . benzinde uzun yolda ( 600km ) yaz şartlarında 4.7 lt / 100 km ortalaması tüttürmüştüm . ancak yakıt fiyatlarına bakarak lpg daha avantajlı tabi .
fiat egea,91,fiat egea,5,0 mi yoksa 2.el az km yapmis olani mi alinmali bilemedigim arac.,0 mı yoksa 2. el az km yapmış olanı mı alınmalı bilemediğim araç .
fiat egea,91,fiat egea,6,"bugun izledigim bir youtube videosunda arka frenlerinin eski kampana teknolojisi oldugu, kafasına gore lastik basinc uyarisi verdigi ve enjektorlerinin sorun yarattığı soylendi. sogudum aractan. (bkz: otomobilin mesut abisi) kanalında.","bugün izlediğim bir youtube videosunda arka frenlerinin eski kampana teknolojisi olduğu , kafasına göre lastik basınç uyarısı verdiği ve enjektörlerinin sorun yarattığı söylendi . soğudum araçtan . ( bkz : otomobilin mesut abisi ) kanalında ."
fiat egea,91,fiat egea,7,"seramik frenler opsiyon olarak dahi sunulmadığı için benim de soğuduğum araba. üstelik hayatımda ilk defa dizel bir araba icin enjektör arızası çıkarabildiğini öğrendim buzdolabına kestim, senin c63 amg’den ne eksiğin var kardeşim? kimse kusura bakmasın fiat beni kaybetti ben o kadar para verip kampana frene asılamam kardeşim mengerler’e gidiyorum yoldayım..","seramik frenler opsiyon olarak dahi sunulmadığı için benim de soğuduğum araba . üstelik hayatımda ilk defa dizel bir araba için enjektör arızası çıkarabildiğini öğrendim buzdolapına kestim , senin c63 amgden ne eksiğin var kardeşim ? kimse kusura bakmasın fiyat beni kaybetti ben o kadar para verip kampana frene asılamam kardeşim mengerlere gidiyorum yoldayım . ."
fiat egea,91,fiat egea,8,sıfır olaninin. 1.4 fire mi yoksa 1.3 mjet mi olanini almaliyim bilemedigim arac. sifir arac bu. yanilma sansim yok.,sıfır olanının . 1.4 fire mi yoksa 1.3 jet mi olanını almalıyım bilemediğim araç . sıfır araç bu . yanılma şansım yok .
fiat egea,91,fiat egea,9,"albea, linea ve egea. bizim ülkeye f/p olarak baktığımızda en çok uyan arabalardır. multijet motor oldukça dayanıklı ve cefakardır. albea kullanmış biri olarak söyleyebilirim ki ağırlıklı dandik mazot kullandığım halde experiz raporunda motor performansı oldukça yüksek çıkmıştı. tabi bakımını eksik etmiyordum. egea'da da aynı verimliliğin olacağı kanısındayım. her ne kadar tuşlar, torpido, direksiyon kılıfı erken deforme olsa, kapılar erken salsa da kendini ucuz olsun konfor çok da önemli değil götürsün yeter diyenlere oldukça iyi araçtır. bakımını düzenli yapıp, devirli de kullandıktan sonra yolda bırakmaz bu araçlar. 400-500bini rahat görürsünüz sıkılmaz da satmayıp kullanırsanız. bagajı da oldukça kullanışlı. dolmuşlara taksilere baktığınızda genelde egea'ya döndüklerini görürsünüz. bakım fiyatlarında renault ve dacia lara göre daha uygundur. parçası da oldukça uygun. bir debriyaj yesen karnın ağrımaz egea'da. sakin kullanan, hız yapmayan, viraja sert girmeyen sürücüler için oldukça iyi bir araç. yurtdışı özellikle almanya düşünenler için belirteyim; bazı eyaletlere dizel araçların girmesi yasak. gerçi bu egea nezdinde değil de tüm araçları ilgilendiriyor. sıfır araç alacak arkadaşlar yeni dünya düzenini göz önüne alsın. bizde zor ama olur da çevreci ekonomiye geçiş planlaması yapılırsa otomobiller için de düzenleme gelirse dizeller elde patlayacaktır. gerçi daha 10 sene kullanılır.","albea , linea ve eğer . bizim ülkeye f / p olarak baktığımızda en çok uyan arabalardır . multijet motor oldukça dayanıklı ve cefakardır . albea kullanmış biri olarak söyleyebilirim ki ağırlıklı dandik mazot kullandığım halde experiz raporunda motor performansı oldukça yüksek çıkmıştı . tabi bakımını eksik etmiyordum . egea'da da aynı verimliliğin olacağı kanısındayım . her ne kadar tuşlar , torpido , direksiyon kılıfı erken deforme olsa , kapılar erken salsa da kendini ucuz olsun konfor çok da önemli değil götürsün yeter diyenlere oldukça iyi araçtır . bakımını düzenli yapıp , devirli de kullandıktan sonra yolda bırakmaz bu araçlar . 400-500bini rahat görürsünüz sıkılmaz da satmayıp kullanırsanız . bagajı da oldukça kullanışlı . dolmuşlara taksilere baktığınızda genelde egea'ya döndüklerini görürsünüz . bakım fiyatlarında renault ve dacialara göre daha uygundur . parçası da oldukça uygun . bir debriyaj yesen karnın ağrımaz egea'da . sakin kullanan , hız yapmayan , viraja sert girmeyen sürücüler için oldukça iyi bir araç . yurtdışı özellikle almanya düşünenler için belirteyim ; bazı eyaletlere dizel araçların girmesi yasak . gerçi bu eğer nezdinde değil de tüm araçları ilgilendiriyor . sıfır araç alacak arkadaşlar yeni dünya düzenini göz önüne alsın . bizde zor ama olur da çevreci ekonomiye geçiş planlaması yapılırsa otomobiller için de düzenleme gelirse dizeller elde patlayacaktır . gerçi daha 10 sene kullanılır ."
fiat egea,91,fiat egea,10,kaporta sacının geri dönüştürülmüş peynir tenekesinde imal edildiğini düşündüğüm araç.,kaporta saçının geri dönüştürülmüş peynir tenekesinde imal edildiğini düşündüğüm araç .
fiat egea,92,fiat egea,1,"1.3 mj modelinde motor soğukken silkeleme problemini bir türlü çözemedim araç.2000 devire yaklaşırken oluyor. ankara'da gitmediğim yetkili servis kalmadı. enjektörlere bakıldı, güncellemeler yüklendi. sonuç aynı.yok mu tofaş'ta çalışan bir babayiğit bu işi çözecek?","1.3 mj modelinde motor soğukken silkeleme problemini bir türlü çözemedim araç . 2000 devire yaklaşırken oluyor . ankarada gitmediğim yetkili servis kalmadı . enjektörlere bakıldı , güncellemeler yüklendi . sonuç aynı . yok mu tofaş'ta çalışan bir babayiğit bu işi çözecek ?"
fiat egea,92,fiat egea,2,"1.4 urban 95 hp benzinli modelini şubat sonu sipariş edip, 1 nisan'da teslim aldığım otomobilim. şubat'ta aldığımda 101 bine anlaştık. mart ayında 2 bin tl fiyat farkı çıktı kabul ettik. totalde 103 bin ödedik.an itibariyle 110 bin tl olmuş otomobildir.sessiz, a noktasından b noktasına sorunsuz götüren, klimalı, bagajı han kadar geniş, multimedya sistemi tatmin edicidir. 6 ileri vites olması yakıt açısından avantajlı. burada gömüldü ise zaten iyidir öyle düşünün. bu şartlarda ekmeklik otodur.","1.4 urban 95 hp benzinli modelini şubat sonu sipariş edip , 1 nisan'da teslim aldığım otomobilim . şubatta aldığımda 101 bine anlaştık . mart ayında 2 bin tl fiyat farkı çıktı kabul ettik . totalde 103 bin ödedik . an itibariyle 110 bin tl olmuş otomobildir . sessiz , a noktasından b noktasına sorunsuz götüren , klimalı , bagajı han kadar geniş , multimedya sistemi tatmin edicidir . 6 ileri vites olması yakıt açısından avantajlı . burada gömüldü ise zaten iyidir öyle düşünün . bu şartlarda ekmeklik otodur ."
fiat egea,92,fiat egea,3,"gövdesi kola kutusundan yapılan,genelde filoların ve şirketlerin tercih ettiği,en dolu paketinin bile boş olduğu araba.","gövdesi kola kutusundan yapılan , genelde filoların ve şirketlerin tercih ettiği , en dolu paketinin bile boş olduğu araba ."
fiat egea,92,fiat egea,4,"şubat başı easy paketi 84.000 tl ye aldım, şuan 100.000 tl olmuş, pandemi ikinci el piyasayı yavaşlattı ama sıfır araçlar tl nin değer kaybetmesiyle yükselişini hızlandırmış görünüyor, araçla ilgili de maserati mi egea mı diye sorarsanız paranıza göre birini seçin derim ikisi de parasının hakkını veriyor ..","şubat başı easy paketi 84.000 tl ye aldım , şu an 100.000 tl olmuş , pandemi ikinci el piyasayı yavaşlattı ama sıfır araçlar tlnin değer kaybetmesiyle yükselişini hızlandırmış görünüyor , araçla ilgili de maserati mi eğer mı diye sorarsanız paranıza göre birini seçin derim ikisi de parasının hakkını veriyor . ."
fiat egea,92,fiat egea,5,"periyodik olarak boklanmasına anlam veremediğim otomobil. gayet güzel bir otomobildir. göreceli olsa da tasarımı bütündür, kibardır. arka stoplarina bayılıyorum sedan'ın. süspansiyon konforu ortalamanın üzerindedir. motorları sorunsuz, sıkıntısız ekonomiktir. ses yalıtımı idare eder. performans 1.6 multijetlerde çok iyi. euro ncap'te düşük skor almasının sebebi yeni standartlar. ben bir süre kullandım ve parasının karşılığını fazlasıyla verdiğini düşünüyorum. ve tüm bunları bir araba manyağı (bazıları öyle diyor) olarak söylüyorum. 33 yaşındayım ilkokuldan beri otomobil dergisi biriktiririm, sen anla.edit: hayatımda araba binmemişim, bugün bunu öğrendim, gerçekten çok şekersiniz.","periyodik olarak boklanmasına anlam veremediğim otomobil . gayet güzel bir otomobildir . göreceli olsa da tasarımı bütündür , kibardır . arka stoplarına bayılıyorum sedan'ın . süspansiyon konforu ortalamanın üzerindedir . motorları sorunsuz , sıkıntısız ekonomiktir . ses yalıtımı idare eder . performans 1.6 multijetlerde çok iyi . euro Ncap'ye düşük skor almasının sebebi yeni standartlar . ben bir süre kullandım ve parasının karşılığını fazlasıyla verdiğini düşünüyorum . ve tüm bunları bir araba manyağı ( bazıları öyle diyor ) olarak söylüyorum . 33 yaşındayım ilkokuldan beri otomobil dergisi biriktiririm , sen anla . edit : hayatımda araba binmemişim , bugün bunu öğrendim , gerçekten çok sekersiniz ."
fiat egea,92,fiat egea,6,"fiyata zam, satışa son şeklinde giden otomotiv piyasasının bir ürünü","fiyata zam , satışa son şeklinde giden otomotiv piyasasının bir ürünü"
fiat egea,92,fiat egea,7,"hayatında arabaya binmemiş zır cahillerin yok konforu ortalamanın üstündeymiş, yok tasarımı çok iyiymiş falan diyerek zırvaladığı türkiye üretimi italyan markası otomobil.","hayatında arabaya binmemiş zır cahillerin yok konforu ortalamanın üstündeymiş , yok tasarımı çok iyiymiş falan diyerek zırvaladığı türkiye üretimi italyan markası otomobil ."
fiat egea,92,fiat egea,8,arabadan anlamayanlarin bokladigi araba. daha onceki entrylerimde detaylarini paylasmistim.ön ve yan camlar 2018 ortasında sedan için değiştirilmiştir ve artık hb-sw ile aynıdır.,arabadan anlamayanların bokladığı araba . daha önceki Gentry'lerimde detaylarını paylaşmıştım . ön ve yan camlar 2018 ortasında sedan için değiştirilmiştir ve artık hb-sw ile aynıdır .
fiat egea,92,fiat egea,9,(bkz: dodge dart),( bkz : dodge dart )
fiat egea,92,fiat egea,10,"abi kesin olan şey şu, egea iyi bir araba değil. o yüzden çok iyi denmesi imkânsız. bok gibi denmesi de tartışma götürür. bir önceki arabası dacia logan olan biri için, egea fena değildir. ama toyota corolla’dan egea’ya geçen biri içinse bok gibidir. şunu da eklemek istiyorum, egea övenlerin geneli araç sahibi ve 100.000 küsur’a almışlar. övmelerini mazur görelim. çünkü 100.000’e daha düşük model premium yerine egea alınca, kimse övmediği için kendisi övmek ister. özetle, egea, iyi bir araba değildir, egeasını övenlerin de kırmayalım kanatlarını.","abi kesin olan şey şu , eğer iyi bir araba değil . o yüzden çok iyi denmesi imkansız . bok gibi denmesi de tartışma götürür . bir önceki arabası dacia logan olan biri için , eğer fena değildir . ama toyota corolladan Egeray’a geçen biri içinse bok gibidir . şunu da eklemek istiyorum , eğer övenlerin geneli araç sahibi ve 100.000 küsura almışlar . övmelerini mazur görelim . çünkü 100.000’e daha düşük model premium yerine eğer alınca , kimse övmediği için kendi övmek ister . özetle , eğer , iyi bir araba değildir , Ageas'ını övenlerin de kırmayalım kanatlarını ."
fiat egea,93,fiat egea,1,fiyatına göre makul özellikler sunan otomobil. ver bana 500 bin tl bende bmw alayım. boklamanın anlamı yok.,fiyatına göre makul özellikler sunan otomobil . ver bana 500 bin tl bende bmw alayım . boklamanın anlamı yok .
fiat egea,93,fiat egea,2,"mükemmel bir araç değildir tabi ki fakat çok fazla kötüleyen, çöp diyenlere trafik teröristi gözüyle bakılabilir.","mükemmel bir araç değildir tabi ki fakat çok fazla kötüleyen , çöp diyenlere trafik teröristi gözüyle bakılabilir ."
fiat egea,93,fiat egea,3,"1 yıl önce sıfır aldığımız ve eşimle severek kullandığımız araba.biliyorum ekşi sözlükte herkes türkiye'nin en iyi %0.1'lik gelir düzeyinde ve buradaki herkes arabadan çok iyi anlıyor, arabası en kötü olan en fazla 2 yaşında 5 serisine biniyor... geçen sene, 2004 model peugeot 206'mız amortisör patlatmış, işten güçten izin alıp arabayı tamire gidiyorum. bir gün sonra araba devirde dalgalanma yapıyor yine gidiyorum, 3-5 gün sonra akü bitiyor yolda kalıyorum, birkaç ay öncesinde motorun yağ kaçırması sebebiyle birkaç bin lira zaten harcanmış... resmen taksit öder gibi aynı hurda arabaya binmeye devam ediyor, bir sonraki arızasının nereden çıkacağını heyecanla bekliyorduk.illallah edip fiat bayisine giriyor ve derdimi anlatıyorum. diyorum bana sıfır araba verin, isterse ön camlar bile elle çevirmeli açılıp kapansın.geliri belli insanların ekonomik planlamaları öngörülebilir yatırımlar/harcamalar üstünden gitmek zorunda. o sebeple 8-10 yaşında passat almayı da bilirken gidip bu arabayı alıyorum. araba bi anda şanzıman indirse arabayı satmak zorunda kalırım. hiç öyle bir kumara gerek yok.ekonomiden, sanattan, arabadan, kısacası her şeyden anlayan sözlükçüler güncel fiyatlar üzerinden elimde en boş model bir egea alacak param olduğunu düşünerek ne önerebilir çok merak ediyorum. beklentim arabanın arıza verme ihtimalinin en az olması, dolayısıyla yaşlı olmaması, geniş bagajı olması, az yakması. ralli yapmayacağım, araba yürüsün yeterli.sizin gibi zengin ve arabadan anlayan kitlenin arasına böyle araba cahili ve kısıtlı bütçeye sahip biri olarak karıştığım için özür dilerim.","1 yıl önce sıfır aldığımız ve eşimle severek kullandığımız araba . biliyorum ekşi sözlükte herkes türkiye'nin en iyi %0.1'lik gelir düzeyinde ve buradaki herkes arabadan çok iyi anlıyor , arabası en kötü olan en fazla 2 yaşında 5 serisine biniyor ... geçen sene , 2004 model peugeot 206'miz amortisör patlatmış , işten güçten izin alıp arabayı tamire gidiyorum . bir gün sonra araba devirde dalgalanma yapıyor yine gidiyorum , 3-5 gün sonra akü bitiyor yolda kalıyorum , birkaç ay öncesinde motorun yağ kaçırması sebebiyle birkaç bin lira zaten harcanmış ... resmen taksit öder gibi aynı hurda arabaya binmeye devam ediyor , bir sonraki arızasının nereden çıkacağını heyecanla bekliyorduk . illallah edip fiyat bayisine giriyor ve derdimi anlatıyorum . diyorum bana sıfır araba verin , isterse ön camlar bile elle çevirmeli açılıp kapansın . geliri belli insanların ekonomik planlamaları öngörülebilir yatırımlar / harcamalar üstünden gitmek zorunda . o sebeple 8-10 yaşında passat almayı da bilirken gidip bu arabayı alıyorum . araba bir anda şanzıman indirse arabayı satmak zorunda kalırım . hiç öyle bir kumara gerek yok . ekonomiden , sanattan , arabadan , kısacası her şeyden anlayan sözlükçüler güncel fiyatlar üzerinden elimde en boş model bir eğer alacak param olduğunu düşünerek ne önerebilir çok merak ediyorum . beklentim arabanın arıza verme ihtimalinin en az olması , dolayısıyla yaşlı olmaması , geniş bagajı olması , az yakması . ralli yapmayacağım , araba yürüsün yeterli . sizin gibi zengin ve arabadan anlayan kitlenin arasına böyle araba cahili ve kısıtlı bütçeye sahip biri olarak karıştığım için özür dilerim ."
