Araç,Sayfa,Başlık,Entry No,Entry Metni,Lemmatize Entry Metni,Stemli Entry
fiat egea,71,fiat egea,4,"(bkz: fiat egea sedan 1.6mjet lounge plus)** için konuşuyorum. iddia ediyorum premiumlar(a3, a serisi ve 1 serisi) de dahil c segmentin en iyi otomobili*dir.1- dünyanın en az yakıt tüketen* 1600cc dizel motoru.2- 120hp/320nm motor hacmine göre muazzam performans rakamları.3- en az 500.000km sorunsuz fiat power train manuel şanzıman.4- 6 airbag, hill holder, geri görüş kamerası, led farlar, electrochrom iç dikiz aynası, bluetooth, android auto ve apple carplay dahil muazzam standart donanım listesi(ne yazıkki sunroof opsiyonu yok).5- 16"" jantlar, monroe dualshock amortisörler ve standart esp+ donanımı ile sınıfının en iyi yol tutan otomobillerinden bir tanesi.6- lounge plus donanım için 4* euro ncap test sonucu.7- sınıfının en geniş iç hacmi ve en geniş bagaj kapasitesi*8- auto bild, auto express ve autocar dergisi testlerine göre sınıfının en iyi ses yalıtımı ve c segmentin en düşük desibel rakamları.9- 20.000km de bir 450tl periyodik bakım ücreti.10- 200.000km ömürlü çelik zincir triger kayışı.11- 300.000km ömürlü garett marka turbo ve intercooler.12- c segmentin istisnasız bütün modellerine göre komik derecede ekonomik yedek parça fiyatları.13- gene c segmentin istisnasız bütün modellerine göre komik derecede uygun kasko fiyatları.14- 81 ile yayılmış 100 ün üzerinde yetkili servis noktası.15- inanılmaz derecede yüksek ikinci el talebi.'''bakmayın siz egeaya bok atıp intercity filo aracı golf ve focus larla gezen şaşkın ekşi yazarlarına. onların kendine hayrı olsa 3.000tl maaş alan işçi değil 5.000 maaş veren işveren olurlardı zaten.'''son not: an itibari ile 308 1.6hdi: 179.000tl, golf 1.6tdi: 183.000tl son tahlilde.","( bkz : fiyat eğer sedan 1.6 jet lounge plus ) * * için konuşuyorum . iddia ediyorum premiumlar ( a3 , a serisi ve 1 serisi ) de dahil c segmentin en iyi otomobili * dır . 1 - dünyanın en az yakıt tüketen * 1600cc dizel motoru . 2 - 120hp / 320nm motor hacmine göre muazzam performans rakamları . 3 - en az 500.000 km sorunsuz fiyat power train manuel şanzıman . 4 - 6 airbag , hill holder , geri görüş kamerası , led farlar , electrochrom iç dikiz aynası , bluetooth , android auto ve apple çarplay dahil muazzam standart donanım listesi ( ne yazık ki sunroof opsiyonu yok ) . 5 - 16 "" jantlar , monroe dualshock amortisörler ve standart esp + donanımı ile sınıfının en iyi yol tutan otomobillerinden bir tanesi . 6 - lounge plus donanım için 4 * euroncap test sonucu . 7 - sınıfının en geniş iç hacmi ve en geniş bagaj kapasitesi * 8 - auto bild , auto express ve Autocad dergisi testlerine göre sınıfının en iyi ses yalıtımı ve c segmentin en düşük desibel rakamları . 9 - 20.000 km de bir 450tl periyodik bakım ücreti . 10 - 200.000 km omurlu çelik zincir triger kayışı . 11 - 300.000 km omurlu garrett marka turbo ve intercooler . 12 - c segmentin istisnasız bütün modellerine göre komik derecede ekonomik yedek parça fiyatları . 13 - gene c segmentin istisnasız bütün modellerine göre komik derecede uygun kasko fiyatları . 14 - 81 ile yayılmış 100 ün üzerinde yetkili servis noktası . 15 - inanılmaz derecede yüksek ikinci el talebi . ' ' ' bakmayın siz emeaya bok atıp ıntercity filo aracı golf ve focuslarla gezen şaşkın ekşi yazarlarına . onların kendine hayrı olsa 3.000 tl maaş alan işçi değil 5.000 maaş veren işveren olurlardı zaten . ' ' ' son not : an itibari ile 308 1.6 hadi : 179.000 tl , golf 1.6 tdı : 183.000 tl son tahlilde .","(bkz: fiat egea sedan 1.6mjet lounge plus)** iç konuşuyorum. iddia ediyor premiumlar(a3, a seri ve 1 serisi) de dahil c segmen en iyi otomobili*dir.1- dünya en az yakıt tüketen* 1600cc dizel motoru.2- 120hp/320nm motor hacmin gör muazza performans rakamları.3- en az 500.000km soruns fiat power trai manuel şanzıman.4- 6 airbag, hill holder, ger görüş kamerası, led farlar, electrochrom iç dik aynası, bluetooth, android auto ve apple carplay dahil muazza standart donan listesi(ne yazıkki sunroof opsiyon yok).5- 16"" jantlar, monroe dualshock amortisör ve standart esp+ donan il sınıf en iyi yol tu otomobil bir tanesi.6- lounge plus donan iç 4* euro ncap test sonucu.7- sınıf en geniş iç hacmi ve en geniş bagaj kapasitesi*8- auto bild, auto express ve autocar dergi test gör sınıf en iyi ses yalıt ve c segmen en düşük desibel rakamları.9- 20.000km de bir 450tl periyodik bak ücreti.10- 200.000km ömür çelik zincir triger kayışı.11- 300.000km ömür garett marka turbo ve intercooler.12- c segmen istisnas bütün model gör komik derece ekonomik yedek parça fiyatları.13- gen c segmen istisnas bütün model gör komik derece uygun kasko fiyatları.14- 81 il yayıl 100 ün üzer yetki servis noktası.15- inanılmaz derece yük ikinç el talebi.'''bakmayın siz egea bok atıp intercity filo araç golf ve focus larl gezen şaşk ekş yazarlarına. onlar kent hayr ols 3.000tl maaş alan işç değil 5.000 maaş veren işveren olur zaten.'''son not: an itibari il 308 1.6hdi: 179.000tl, golf 1.6tdi: 183.000tl son tahlilde."
fiat egea,71,fiat egea,5,dandik arabaların kaç yılında kaç yıldız aldığı çok önemli değil gerçekten de fakat 2016 yılında girdiği testten 3 yıldız alan arabayı ben oldukça güvenlidir şeklinde nitelemem açıkçası. şahsi fikrim tabi ki bu ancak aynı segmentteki rakipleri bu testlerden alnının akıyla çıkarken 3 yıldız fiat'a yakışmamış doğrusu. ayrıca egea da türkiye'de satılan her araba gibi fahiş fiyattan satılmaktadır. sorumlusu da tabi ki bu vergileri alan arkadaşlardır.,dandik arabaların kaç yılında kaç yıldız aldığı çok önemli değil gerçekten de fakat 2016 yılında girdiği testten 3 yıldız alan arabayı ben oldukça güvenlidir şeklinde nitelemem açıkçası . şahsi fikrim tabi ki bu ancak aynı segmentteki rakipleri bu testlerden alnının akıyla çıkarken 3 yıldız fiata yakışmamış doğrusu . ayrıca eğer da türkiye'de satılan her araba gibi fahiş fiyattan satılmaktadır . sorumlusu da tabi ki bu vergileri alan arkadaşlardır .,dandik araba kaç yıl kaç yıldız aldık çok önem değil gerçek de fakat 2016 yıl girdik test 3 yıldız alan araba ben oldukç güven şekl niteleme açıkçası. şahsi fikr tabi ki bu ancak aynı segment rakip bu test alnı akı çıkarken 3 yıldız fiat'a yakış doğrusu. ayrı egea da türkiye'de satılan her araba gip fahiş fiyat satılmaktadır. sorum da tabi ki bu vergi alan arkadaşlardır.
fiat egea,71,fiat egea,6,"çarpışma testlerinde segmentindeki golf, focus, astra gibi araçlarla denk dayanıklılığı vardır. yol tutuş açısından da, yalıtım açısından da bu araçlara denktir. bazı konularda diğerleri iyidir, bazı konularda egea iyidir filan.euro ncap testini sadece yıldız ile değerlendirmeyin. çoğunuz okur yazar insanlarsanız. bir bölümünüzün ingilizce okur yazarlığı da var. en azından translate kullanın.euro ncap, kapsamlı testler yapıyor ve kendine göre puanlamalar yapıyor. sonrasında bu puanlamaları segmentlere ayırıp ona göre bir ana değerlendirme yapıyor.egea'nın kaza sağlamlığı konusunda c segmentinin diğer araçlarına göre eksiği yok arkadaşlar. mesela ön koltukta isofix yok. bebek koltuğunu isofix ile arka koltuklara bağlayabilirsiniz. eğer ön koltuğa isofix bağlamalıyım, yoksa otomobil kullanamam ühü ühü diyen bir insan değilseniz egea'yı alın. kaçınız ön koltuğa isofix ile bebek koltuğu bağlamak zorunda kaldınız?ya da yaya güveliği konusunda yumuşak plastik tamponları çok beğenildi ancak kaput istenilen kadar esnemiyor ve bundan çok puan kırıldı. araç tercihinde ne kadar önemli bir kıstas olabilir ki bu? inanın bana bir yayaya 80 ile golf ile, astra ile, ya da egea ile vurursanız benzer şekilde yaralanır ve belkide hayatını kaybeder. hayatın gerçekleri.ayrıca trim sesi olarak kendisinin iki katı fiyatında olan volkswagen passat'tan daha iyi durumda.sonuç olarak egea kötü araba değil ve gayet sağlam. üstelik altyapı sağlamlığı olarak berbat yollara sahip ülkemizde en iyi seçimlerden birisi. otomobil satın alırken önceliklerinizi belirleyin ve buna göre satın alın. bu arada not: eğer bebek koltuğu çok önemliyse gidin citroen c4 picasso alın. yerden yüksek, çok geniş ve çok kullanışlı bir aile otomobili. yerden yüksek olması, bebeği ve çocuğu indirip bindirirken çok rahat oluyor ve ayrıca çocuklarla ilgilenirken eğilmiyorsunuz. arabada bebek bezi değiştirenler bilir. eşiniz ve siz bana her gün dua edersiniz. sırf kendimi düşündüğümden tavsiye ederim *not 2: opel astra sporluyum.","çarpışma testlerinde segmentindeki golf , focus , astra gibi araçlarla denk dayanıklılığı vardır . yol tutuş açısından da , yalıtım açısından da bu araçlara denktir . bazı konularda diğerleri iyidir , bazı konularda eğer iyidir filan . euroncap testini sadece yıldız ile değerlendirmeyin . çoğunuz okur yazar insanlarsanız . bir bölümünüzün ingilizce okur yazarlığı da var . en azından translate kullanın . euroncap ncap , kapsamlı testler yapıyor ve kendine göre puanlamalar yapıyor . sonrasında bu puanlamaları segmentlere ayırıp ona göre bir ana değerlendirme yapıyor . egea'nın kaza sağlamlığı konusunda c segmentinin diğer araçlarına göre eksiği yok arkadaşlar . mesela ön koltukta ısofix yok . bebek koltuğunu ısofix ile arka koltuklara bağlayabilirsiniz . eğer ön koltuğa ısofix bağlamalıyım , yoksa otomobil kullanamam ühü ühü diyen bir insan değilseniz egea'yı alın . kaçınız ön koltuğa ısofix ile bebek koltuğu bağlamak zorunda kaldınız ? ya da yaya güveliği konusunda yumuşak plastik tamponları çok beğenildi ancak kaput istenilen kadar esnemiyor ve bundan çok puan kırıldı . araç tercihinde ne kadar önemli bir kıstas olabilir ki bu ? inanın bana bir yayaya 80 ile golf ile , astra ile , ya da ege ile vurursanız benzer şekilde yaralanır ve belkide hayatını kaybeder . hayatın gerçekleri . ayrıca prim sesi olarak kendisinin iki katı fiyatında olan volkswagen passattan daha iyi durumda . sonuç olarak eğer kötü araba değil ve gayet sağlam . üstelik altyapı sağlamlığı olarak berbat yollara sahip ülkemizde en iyi seçimlerden biri . otomobil satın alırken önceliklerinizi belirleyin ve buna göre satın alın . bu arada not : eğer bebek koltuğu çok önemliyse gidin citroen c4 picasso alın . yerden yüksek , çok geniş ve çok kullanışlı bir aile otomobili . yerden yüksek olması , bebeği ve çocuğu indirip bindirirken çok rahat oluyor ve ayrıca çocuklarla ilgilenirken eğilmiyorsunuz . arabada bebek bezi değiştirenler bilir . eşiniz ve siz bana her gün dua edersiniz . sırf kendimi düşündüğümden tavsiye ederim * not 2 : opel astra sporluyum .","çarpış test segment golf, focus, astra gip araç denk dayanıklılık vardır. yol tutuş açıs da, yalı açıs da bu araç denktir. baz konu diğer iyidir, baz konu egea iyi filan.euro ncap test sade yıldız il değerlendirmeyin. çok okur yazar insanlarsanız. bir bölüm ingiliz okur yazarlık da var. en azın translate kullanın.euro ncap, kapsam test yapıyor ve kent gör puanla yapıyor. sonra bu puanlama segment ayırıp on gör bir an değerlendir yapıyor.egea'nın kaz sağlamlık konu c segment diğer araç gör eksik yok arkadaşlar. mesela ön koltuk isofix yok. bebek koltuk isofix il ark koltuk bağlayabilirsiniz. eğer ön koltuk isofix bağlamalıyım, yoks otomobil kullanama üh üh diyen bir insan değil egea'yı alın. kaç ön koltuk isofix il bebek koltuk bağlamak zor kaldınız?ya da ya güvelik konu yumuşak plastik tampon çok beğenil ancak kaput istenilen kadar esnemiyor ve bun çok puan kırıldı. araç tercih ne kadar önem bir kıstas olabilir ki bu? inan ban bir yaya 80 il golf ile, astra ile, ya da egea il vurur benzer şekil yaralanır ve belki hayat kaybeder. haya gerçekleri.ayrıca trim ses olarak kendi ik katı fiyat olan volkswagen passat'tan dah iyi durumda.sonuç olarak egea kötü araba değil ve gayet sağlam. üstelik altyap sağlamlık olarak berbat yol sahip ülke en iyi seçim birisi. otomobil sat alırken öncelik belirley ve bun gör sat alın. bu ara not: eğer bebek koltuk çok önem git citroen c4 picasso alın. yer yüksek, çok geniş ve çok kullanış bir ail otomobili. yer yük olması, bebek ve çocuk indirip bindirir çok rahat oluyor ve ayrı çocuk ilgilenir eğilmiyorsunuz. araba bebek bez değiştiren bilir. eşin ve siz ban her gün du edersiniz. sırf kent düşündük tavsi eder *not 2: opel astra sporluyum."
fiat egea,71,fiat egea,7,bir yakınımın aldığı ve 3 ay sonra araç giderken motoru düşen araç,bir yakınımın aldığı ve 3 ay sonra araç giderken motoru düşen araç,bir yakın aldık ve 3 ay sonr araç gider motor düşen araç
fiat egea,71,fiat egea,8,bi üstteki arkadaşa ithafen ; hocam camın konumlandırılması çok önemli. sürüş ferahlığı isteniyorsa cam büyük ve eğimli olmalı . yıllarca opel agila kullandık yüksek bir araçtır yüksek olduğu kadar dardır da. ama görüş açıları çok iyiydi şuan corsa b kullanıyorum peugeot 301den daha iyi görüş açılarına sahip. yani aracın boyutundan ziyade camın ve direklerin konumlandırılması daha önemli araç perspektifi hususunda.,bir üstteki arkadaşa ithafen ; hocam camın konumlandırılması çok önemli . sürüş ferahlığı isteniyorsa cam büyük ve eğimli olmalı . yıllarca opel ağıla kullandık yüksek bir araçtır yüksek olduğu kadar dardır da . ama görüş açıları çok iyiydi şu an corsa b kullanıyorum peugeot 301den daha iyi görüş açılarına sahip . yani aracın boyutundan ziyade camın ve direklerin konumlandırılması daha önemli araç perspektifi hususunda .,bi üst arkadaş ithafen ; hoca cam konumlandırılma çok önemli. sürüş ferahlık isteniyor cam büyük ve eğim olma . yıl opel agila kullan yük bir araç yük olduk kadar dar da. am görüş açı çok iyi şuan cors b kullanıyor peugeot 301den dah iyi görüş açı sahip. yan araç boyut ziyade cam ve direk konumlandırılma dah önem araç perspektif hususunda.
fiat egea,71,fiat egea,9,2017 model dizel otomatik olanını iki ay kadar kullandım. araç fiyatlarının artmasından dolayı araba fiyatları uçuk da 70 bin tl verilip traktörden az hallice arabaya binilmez diyorum sadece! dışardan bakınca bişeye benziyor ama kullanırken görüyorsun ki böyle takır takır bir araba...,2017 model dizel otomatik olanını iki ay kadar kullandım . araç fiyatlarının artmasından dolayı araba fiyatları uçuk da 70 bin tl verilip traktörden az hallice arabaya binilmez diyorum sadece ! dışarıdan bakınca birşeye benziyor ama kullanırken görüyorsun ki böyle takır takır bir araba ...,2017 model dizel otomatik olan ik ay kadar kullandım. araç fiyat artma dola araba fiyat uçuk da 70 bin tl verilip traktör az halli araba binilmez diyor sadece! dışar bakı bişe benziyor am kullanırken görüyor ki böyl takır takır bir araba...
fiat egea,71,fiat egea,10,1.3 dizelinin boşu an itibariyle 101.900 tlye satılan filo aracı.cok değil iki yil önce bu aracın fiyatı 50.000 tl civarındaydı.*ekonomimiz iyiye gidiyeahhh,1.3 dizelinin boşu an itibariyle 101.900 tlye satılan filo aracı . çok değil iki yıl önce bu aracın fiyatı 50.000 tl civarındaydı . * ekonomimiz iyiye gidiyeahhh,1.3 dize boş an itibari 101.900 tlye satılan filo aracı.cok değil ik yil önç bu araç fiyat 50.000 tl civarındaydı.*ekonomimiz iyi gidiyeahhh
fiat egea,72,fiat egea,1,iki yıl önce benzinlisi 54000 tl idi.,iki yıl önce benzinlisi 54000 tl idi .,ik yıl önç benzin 54000 tl idi.
fiat egea,72,fiat egea,2,"türkiye'de insanların bok attığı, avrupa'da hele italya'da inanılmaz satan araç. ıtalya sokaklarında fiat panda'dan sonra gördüğüm, gözüme en çok irişen araç egea sw oldu.","türkiye'de insanların bok attığı , avrupa'da hele italya'da inanılmaz satan araç . italya sokaklarında fiyat pandadan sonra gördüğüm , gözüme en çok girişen araç eğer sw oldu .","türkiye'de insan bok attığı, avrupa'da hel italya'da inanılmaz sa araç. ıtalya sokak fiat panda'dan sonr gördüğüm, göz en çok irişen araç egea sw oldu."
fiat egea,72,fiat egea,3,"1.3 urban modeli afyon-izmit arası 350 kmlik yolu sakin kullanımla 3.2 litre ortalamayla tamamlamıştır. ortalama hiz 87 km / h. afyon izmit pamukkale otobüs bilet ücreti 65 tl. 11 litre mazot yakmış, toplam 62 tl. otobüs şirketleri milleti fena dudukluyormus bu arada. bayır aşağı gazdan ayağını çekmeyelere en az yakan aracı da versen coh yakıyo bu yaaa derler tabi.","1.3 urban modeli afyon-izmit arası 350 kimlik yolu sakin kullanımla 3.2 litre ortalamayla tamamlamıştır . ortalama hız 87 km / h . afyon izmit pamukkale otobüs bilet ücreti 65 tl 11 litre mazot yakmış , toplam 62 tl otobüs şirketleri milleti fena düdüklüyormuş bu arada . bayır aşağı gazdan ayağını çekmecelere en az yakan aracı da versen coh yakıyor bu yaaa derler tabi .","1.3 urban mode afyon-izmit ara 350 kmlik yol saki kullan 3.2 litre ortalama tamamlamıştır. ortala hiz 87 km / h. afyon izmit pamukkale otobüs bilet ücre 65 tl. 11 litre mazot yakmış, topla 62 tl. otobüs şirket mill fena dudukluyormus bu arada. bayır aşak gaz ayak çekmeye en az yakan araç da ver coh yakıyo bu yaa der tabi."
fiat egea,72,fiat egea,4,ıc hacim olarak b sınıfı mı c sınıfı mı olduğu hakkında tartışmalara konu olan araç.ozellikle arka diz mesafesi hakkında yorumlar merak edilmektedir.,iç hacim olarak b sınıfı mı c sınıfı mı olduğu hakkında tartışmalara konu olan araç . özellikle arka diz mesafesi hakkında yorumlar merak edilmektedir .,ıc hacim olarak b sınıf mı c sınıf mı olduk hakk tartışma kon olan araç.ozellikle ark diz mesafe hakk yor merak edilmektedir.
fiat egea,72,fiat egea,5,tüm araç kiralama şirketlerinde c sınıfı olarak geçer.2018 model bir polo b sinifi iken 2016model hasat olmus bir egea c sinifi olarak sunulur,tüm araç kiralama şirketlerinde c sınıfı olarak geçer . 2018 model bir polo b sınıfı iken 2016model haşat olmuş bir eğer c sınıfı olarak sunulur,tüm araç kirala şirket c sınıf olarak geçer.2018 model bir polo b sinif i 2016model hasat olmus bir egea c sinif olarak sunulur
fiat egea,72,fiat egea,6,yillar icindeki gelisimin son hali...(bkz: dogan < albea < egea),yıllar içindeki gelişimin son hali ... ( bkz : doğan < albea < emea ),yillar iç gelis son hali...(bkz: dogan < albea < egea)
